Steward,Boat Launch,Weather Conditions,Date,Inspection Time,Boat Type,Group Size,State of Registration,Launch or Retrieve,Prior BLS contact?,Spread Prevention Steps,Aquatic Organisms Found?,Species ID,Accepted Info Materials?,Last Waterbody Visited,Last Waterbody Cleaned,Next Waterbody to Visit,Next Waterbody Cleaned,Planned Travel Route,Would Use a Decontamination Station?,Purpose,Notes
3,Wrights Landing,Cloudy,7/7/2016,12:22:00,M,4,NY,L,Y,"RW,DB,DRY",N,N/A,Y,St. Lawrence River,St. Lawrence River,Lake Ontario,Lake Ontario,N/A,Y,Recreation, Also takes boat to North Carolina and fishes as well
3,Wrights Landing,Cloudy,7/7/2016,12:35:00,M,2,TX,R,Y,RW,Y,"EWM,VLM,NP,EL,EG,CLP",Y,"Lake Fork, Texas","Lake Fork, TX","Not sure, but somewhere in Texas",Texas,N/A,N,Fishing,
3,Wrights Landing,Cloudy,7/7/2016,13:02:00,PWC,1,NY,L,N,"RW,DB",Y,"EWM,EL,EG,CLP",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation, Also goes to St. Lawrence River
3,Wrights Landing,Cloudy,7/7/2016,13:37:00,M,3,PA,R,N,"RW,DB",Y,"EWM,EL,EG,CLP,CT",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,Cloudy,7/7/2016,13:55:00,M,2,NY,R,N,RW,Y,"CT,NP,EWM,EG,EL,CLP",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N,Fishing,
3,Wrights Landing,Cloudy,7/7/2016,14:16:00,M,2,NY,R,Y,"DB,RW",Y,"EWM,EG,EL,NP,CLP",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing, Sometimes takes boat to Oneida Lake and Cayuga Lake
3,Wrights Landing,Cloudy,7/7/2016,10:10:00,M,3,NY,L,N,"RW,DB",Y,"NP,VLM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,Cloudy,7/7/2016,10:30:00,M,2,PA,R,N,"RW,DB",Y,"CLP,CT,EG,EL,EWM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,Cloudy,7/8/2016,12:45:00,M,2,NY,R,Y,"RW,DB",Y,"NP,EG,EL,Other",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,Cloudy,7/8/2016,12:54:00,M,3,NY,L,Y,"RW,DB,DRY",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,Cloudy,7/8/2016,14:49:00,M,2,NY,R,Y,DB,Y,"NP,EG,EL,CLP,EWM",Y,Lake Ontario|Cayuga Lake,"Lake Ontario|Cayuga Lake, NY",Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,Cloudy,7/8/2016,15:01:00,M,1,NY,L,Y,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Hot, cloudy",7/8/2016,9:05:00,M,3,VT,L,Y,"RW,DB,DRY",N,N/A,Y,Lake Champlain,Lake Champlain,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Hot, cloudy",7/8/2016,9:14:00,M,7,MD,L,Y,"WB,DB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Hot, cloudy",7/8/2016,12:37:00,M,2,NY,R,Y,"RW,DB,DRY",Y,"EWM,NP,EG,EL,CLP",Y,Geiger Lake,"Geiger Lake, NY",Lake Ontario,Lake Ontario,N/A,Y,Fishing," Also goes to Oneida Lake, and not sure which state Geiger Lake is in"
3,Wrights Landing,Windy and cloudy,7/10/2016,16:50:00,M,5,PA,R,Y,None,Y,"CLP,EL,EWM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N,Fishing," On this day, a fishing tournament was cancelled due to very windy weather"
3,Wrights Landing,Windy and cloudy,7/10/2016,17:00:00,M,3,NY,R,Y,"RW,DB,WB",Y,"EL,Other,UNK",Y,St. Lawrence River,St. Lawrence River,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, hot",7/13/2016,12:26:00,M,2,NY,L,Y,"RW,WB",Y,"EWM,EL,EG,CLP",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation, Also goes to Seneca Lake
3,Wrights Landing,"Sunny, hot",7/13/2016,9:07:00,M,1,PA,R,N,"RW,DB,WB",Y,"EL,EWM,EG",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Sunny, hot",7/13/2016,11:02:00,M,2,NY,R,Y,DB,Y,Other,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N,Fishing,
3,Wrights Landing,"Sunny, hot",7/13/2016,11:30:00,M,1,NY,R,Y,RW,Y,"EWM,EL,EG",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, hot",7/13/2016,11:44:00,M,2,NY,L,N,"RW,DB",Y,"EWM,EL,EG",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N,Recreation,
3,Wrights Landing,"Sunny, breezy",7/14/2016,14:56:00,M,3,NY,R,Y,"RW,WB",Y,EG,Y,Lake Ontario|Oneida Lake,"Lake Ontario|Oneida Lake, NY",7th Lake in Adirondacks|8th Lake in Adirondacks,"Seventh Lake, NY|Eighth Lake, NY",Rt 28,Y,Recreation,
3,Wrights Landing,"Sunny, breezy",7/14/2016,15:50:00,S,2,NY,L,N,WB,N,N/A,Y,Skaneatles Lake,"Skaneatles Lake, NY",Skaneatles Lake,"Skaneatles Lake, NY",Rt 104,Y,Recreation,
3,Wrights Landing,"Sunny, hot",7/15/2016,12:11:00,M,2,NY,L,N,"WB,DB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N,Recreation, Sometimes takes boat to Oneida Lake  
3,Wrights Landing,"Sunny, hot",7/15/2016,12:42:00,M,2,NY,R,N,None,Y,"NP,EL,EG,EWM,Other",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N,Fishing," Almost always stays in Lake Ontario, only coming out for maintenance"
3,Wrights Landing,"Sunny, hot",7/15/2016,13:04:00,M,2,NY,R,Y,RW,Y,"EL,EG,EWM",N,Oneida Lake,"Oneida Lake, NY",Lake Ontario|Oneida Lake,"Lake Ontario|Oneida Lake, NY",N/A,N,Fishing," Fears people would charge for a decontamination station, also had been surveyed previously"
3,Wrights Landing,"Sunny, hot",7/15/2016,13:38:00,M,2,NY,R,Y,RW,Y,"Other,NP,EG,EL,EWM",Y,Lake Champlain,Lake Champlain,Lake Ontario,Lake Ontario,N/A,N,Fishing,
3,Wrights Landing,"Sunny, hot",7/15/2016,15:03:00,M,2,NY,L,Y,"RW,DB",N,N/A,Y,Seneca Lake,"Seneca Lake, NY",Seneca Lake,"Seneca Lake, NY",Rt 104 and Rt 14,Y,Recreation,
3,Wrights Landing,"Sunny, hot",7/15/2016,15:22:00,M,2,NY,L,Y,DB,Y,CLP,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N,Fishing, Also goes to the Finger Lakes
3,Wrights Landing,"Sunny, hot",7/15/2016,15:30:00,M,2,NY,R,Y,"DB,DRY",Y,"CLP,EWM,EL,EG",Y,Buffalo Harbor (Lake Erie),"Buffalo, NY",Buffalo Harbor (Lake Erie),"Buffalo, NY",I 90,Y,Fishing,
3,Wrights Landing,"Sunny, mild",7/16/2016,13:50:00,M,1,NY,R,Y,"RW,DRY",Y,"EL,EG,VLM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N,Fishing,
3,Wrights Landing,"Sunny, mild",7/16/2016,14:34:00,M,2,PA,R,N,"WB,RW",Y,"EL,EG,CLP",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, mild",7/16/2016,14:42:00,M,3,PA,R,Y,"DB,RW",Y,"ZM,EL,EG,CLP,EWM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, mild",7/16/2016,15:29:00,M,2,NY,L,Y,"RW,DB",Y,"CLP,EL,EG,EWM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,Sunny,7/16/2016,13:23:00,M,4,NY,R,N,"BB,RW",Y,"EL,EG,Other",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, breezy",7/17/2016,14:30:00,M,4,NY,R,Y,"RW,DB",Y,"EWM,Other,EL,EG,CLP",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N,Fishing,
3,Wrights Landing,"Sunny, mild",7/17/2016,11:50:00,M,2,VT,R,Y,"RW,DB,DRY",Y,"ZM,EG,EL,Other,EWM,CLP,NP",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing, Also takes boat to different lakes in Vermont
3,Wrights Landing,"Sunny, breezy",7/17/2016,14:49:00,M,3,NY,R,N,None,Y,"EG,EL",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing," Keeps boat in slip all summer long, took out for repairs"
3,Wrights Landing,"Sunny, mild",7/17/2016,12:19:00,PWC,1,NY,L,N,"RW,WB",Y,"EL,EG",Y,Sandy Pond,"Sandy Pond, NY",Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Sunny, breezy",7/17/2016,15:50:00,M,3,NY,R,Y,"RW,DB",Y,"EL,EG,EWM",Y,Lake Ontario,Lake Ontario,Oneida Lake,"Oneida Lake, NY",N/A,Y,Recreation,
3,Wrights Landing,"Sunny, mild",7/17/2016,12:32:00,M,3,NY,L,Y,"RW,DRY",N,N/A,Y,Seneca Lake,"Seneca Lake, NY",Not sure,Undecided,N/A,Y,Recreation,
3,Wrights Landing,"Sunny, breezy",7/17/2016,16:14:00,M,3,DL,R,N,"DB,WB",Y,"EL,EG,ZM,EWM,CLP",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, mild",7/17/2016,12:45:00,M,2,PA,R,N,"RW,DRY",Y,"EL,EG,EWM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, mild",7/17/2016,9:16:00,M,1,NY,R,N,WB,Y,"EG,EL,CLP",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Sunny, mild",7/17/2016,12:52:00,M,2,NY,L,N,"RW,DRY",Y,"EL,EG,EWM",Y,Oswego River,"Oswego River, NY",Not sure,Undecided,N/A,Y,Recreation, Also goes to Oneida Lake
3,Wrights Landing,"Sunny, mild",7/17/2016,9:40:00,PWC,2,NY,L,Y,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Sunny, mild",7/17/2016,12:56:00,M,2,NY,L,N,"RW,DRY",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, mild",7/17/2016,13:15:00,M,3,NJ,L,N,"RW,DRY",N,N/A,Y,Atlantic Ocean (via New Jersey),New Jersey,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, mild",7/17/2016,10:30:00,M,2,NY,R,Y,"RW,DB,DRY",Y,"EG,EL,CLP,EWM,VLM",Y,Oneida Lake,"Oneida Lake, NY",Owasco Lake,"Owasco Lake, NY",Rt 20 and 481,Y,Fishing,
3,Wrights Landing,"Sunny, mild",7/17/2016,13:26:00,M,1,NY,L,Y,"RW,DRY",Y,"ZM,EL,EWM,CLP",Y,Skaneatles Lake,"Skaneatles Lake, NY",Skaneatles Lake,"Skaneatles Lake, NY",Highway,Y,Recreation,
3,Wrights Landing,"Sunny, mild",7/17/2016,10:52:00,M,3,PA,R,N,"RW,DB,DRY",Y,"EG,EL,CLP,EWM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, mild",7/17/2016,14:11:00,M,2,NY,R,Y,"RW,DRY",Y,"Other,CT,EWM,EL,EG,CLP",Y,Oneida Lake,"Oneida Lake, NY",St. Lawrence River,St. Lawrence River,I 81,Y,Fishing,
3,Wrights Landing,"Sunny, mild",7/17/2016,10:38:00,M,1,NY,L,Y,"RW,DB,DRY",Y,"EG,EL,EWM",Y,Lake Ontario,Lake Ontario,Lake Ontario - Fair Haven,"Fair Haven, NY",N/A,Y,Recreation, Also goes to Oneida Lake
3,Wrights Landing,"Sunny, mild",7/17/2016,14:23:00,M,1,NY,R,Y,RW,Y,"CLP,EL,EG,EWM,ZM,NP,Other",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing," Keeps boat in slip most of the time and took it out so friend could use it, not to go to another lake"
3,Wrights Landing,"Sunny, mild",7/17/2016,11:44:00,M,2,NY,R,Y,"RW,DB,DRY",Y,"EG,EL,EWM,Other,NP",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing, Also goes to Oneida Lake
3,Wrights Landing,"Sunny, slight breeze",7/20/2016,13:07:00,M,2,NY,L,N,RW,Y,"EL,EG",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,Sunny,7/20/2016,16:23:00,M,3,NY,L,N,RW,Y,"EG,EL,EWM,Other",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Sunny, slight breeze",7/20/2016,13:43:00,M,2,MS,L,N,"RW,WB",Y,"EG,CT",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, slight breeze",7/20/2016,14:06:00,M,3,NY,L,Y,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, slight breeze",7/20/2016,14:45:00,M,2,NY,R,N,RW,Y,"EL,EG,EWM,CLP",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, slight breeze",7/20/2016,14:58:00,M,2,NY,R,Y,"RW,DB,DRY",Y,"EL,EG,EWM,CLP",Y,Sacandaga Lake,"Great Sacandaga Lake, NY",Lake George,"Lake George, NY",I 90,Y,Fishing,
3,Wrights Landing,Sunny,7/20/2016,9:40:00,M,1,NY,L,Y,"RW,DB,DRY",Y,"CT,ZM,EG",Y,Oneida Lake,"Oneida Lake, NY",Oneida Lake,"Oneida Lake, NY",481,Y,Recreation,
3,Wrights Landing,"Sunny, slight breeze",7/20/2016,15:10:00,M,2,NY,R,Y,"RW,DB",Y,"EL,EG,EWM,CLP,CT,Other",Y,Seneca Lake,"Seneca Lake, NY",Cayuga Lake,"Cayuga Lake, NY",Rt 13 and 481,Y,Fishing,
3,Wrights Landing,Sunny,7/20/2016,10:16:00,M,2,NY,L,Y,"RW,DRY",N,N/A,Y,Cranberry Lake,"Cranberry Lake, NY",Lake Ontario,Lake Ontario,N/A,Y,Fishing, Has a stern drive and would find it helpful if there was a place to dump it out
3,Wrights Landing,"Sunny, slight breeze",7/20/2016,15:18:00,M,2,NY,L,Y,"RW,DB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,Sunny,7/20/2016,10:52:00,M,2,NC,L,N,"RW,DRY",Y,EG,Y,Lake Ontario,Lake Ontario,Atlantic Ocean (via North Carolina),North Carolina,I 81,Y,Fishing,
3,Wrights Landing,"Sunny, slight breeze",7/20/2016,15:30:00,M,1,NY,L,Y,RW,Y,"EWM,CLP",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,Sunny,7/20/2016,11:50:00,M,3,NY,L,Y,"RW,WB",N,N/A,N,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Sunny, slight breeze",7/20/2016,15:42:00,M,2,ME,R,Y,"RW,DRY",Y,"EL,EG,NP,ZM,EWM,CLP",N,Lake Ontario,Lake Ontario,Maine,Maine,N/A,Y,Fishing, Did not specify where in Maine they will go to next
3,Wrights Landing,Sunny,7/20/2016,12:02:00,M,2,NY,R,N,RW,Y,"EL,EG,NP,EWM,Other",Y,Lake Ontario,Lake Ontario,Cayuga Lake,"Cayuga Lake, NY",Rt 13,Y,Fishing,
3,Wrights Landing,Sunny,7/20/2016,13:00:00,M,3,NY,R,N,"RW,DB",Y,"EL,EG,EWM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, slight breeze",7/20/2016,16:13:00,M,3,NY,L,N,"RW,DB",Y,"EL,EG",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,Sunny,7/21/2016,13:47:00,PWC,2,NY,L,N,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario|Oneida Lake,"Lake Ontario|Oneida Lake, NY",N/A,Y,Recreation,
3,Wrights Landing,Sunny,7/21/2016,15:15:00,M,2,NY,L,N,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing, First time this boater has been in the water in 15 years
3,Wrights Landing,Sunny,7/21/2016,15:31:00,M,2,NY,R,Y,"RW,WB",Y,"EG,EL,EWM,CLP",Y,Oswego River,"Oswego River, NY",Not sure,Undecided,N/A,Y,Fishing,
3,Wrights Landing,Sunny,7/21/2016,16:16:00,PWC,2,NY,L,N,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,Sunny,7/21/2016,16:29:00,M,2,NY,L,Y,"RW,DB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,Sunny,7/22/2016,9:23:00,M,2,NY,R,N,RW,Y,"EWM,EG,EL",Y,Lake Ontario,Lake Ontario,Not sure,Undecided,N/A,Y,Recreation,
3,Wrights Landing,"Sunny, windy",7/23/2016,11:27:00,M,2,PA,R,Y,RW,Y,"EL,CLP,EG",Y,"Lake Wampum, Pennsylvania","Lake Wampum, PA",Not sure,Undecided,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, windy",7/23/2016,11:53:00,PWC,4,NY,L,N,"RW,WB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Sunny, windy",7/23/2016,12:41:00,M,2,NY,L,N,"RW,DRY",N,N/A,Y,Cross Lake,"Cross Lake, NY",Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Sunny, windy",7/23/2016,13:57:00,M,1,NY,R,N,RW,Y,"NP,EL,EG,EWM,CT",Y,Lake Ontario,Lake Ontario,Not sure,Undecided,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, windy",7/23/2016,14:26:00,K,2,N/A,R,N,"WB,DRY",Y,"EG,EWM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Sunny, windy",7/23/2016,14:39:00,M,3,NY,R,N,RW,Y,"NP,CLP,EWM,EL,EG",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, windy",7/23/2016,15:31:00,M,2,NY,L,N,"RW,DB",N,N/A,Y,Long Island Sound,Long Island Sound,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, windy",7/23/2016,16:08:00,M,2,NY,L,Y,"RW,DB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,Sunny,7/23/2016,10:25:00,PWC,4,FL,L,N,RW,N,N/A,Y,Florida (ocean),Florida,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,Sunny,7/23/2016,10:30:00,M,2,NY,L,Y,"RW,DB",Y,"EWM,EL,EG",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,Sunny,7/23/2016,11:08:00,K,3,N/A,R,N,None,Y,EG,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation, Doesn't take kayak out often
3,Wrights Landing,"Breezy, mild",7/24/2016,11:01:00,M,1,NY,R,Y,RW,Y,"EG,EL",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N,Fishing,
3,Wrights Landing,"Sunny, hot",7/24/2016,12:28:00,M,2,NY,L,N,"RW,DB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Sunny, hot",7/24/2016,13:26:00,M,4,NY,R,Y,"RW,WB,DB",Y,"NP,EL,EWM,EG,Other,ZM",Y,Oneida Lake,"Oneida Lake, NY",Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Breezy, mild",7/24/2016,11:08:00,M,1,NY,L,Y,"RW,DB,WB,DRY",N,N/A,N,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Sunny, hot",7/24/2016,13:30:00,M,3,NY,L,Y,"RW,DB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Breezy, mild",7/24/2016,11:18:00,M,3,NY,R,N,"RW,WB",Y,"EWM,EG,EL",Y,Alex Bay,Alexandria Bay,Alex Bay|Thousand Islands,Alexandria Bay|Thousand Islands,N/A,Y,Fishing,
3,Wrights Landing,"Sunny, hot",7/24/2016,13:38:00,M,2,NY,L,N,"RW,WB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Breezy, mild",7/24/2016,11:29:00,M,2,NY,L,N,"RW,WB",Y,"NP,EL",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Sunny, hot",7/24/2016,14:05:00,M,2,MS,R,Y,"RW,DB",Y,"EG,EWM,ZM,EL,CLP",N,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Breezy, mild",7/24/2016,11:30:00,M,3,NY,R,Y,"RW,WB",Y,"EL,EWM,EG",Y,Lake Ontario,Lake Ontario,Lake Ontario|Owasco Lake,"Lake Ontario|Owasco Lake, NY",N/A,Y,Fishing,
3,Wrights Landing,"Sunny, hot",7/24/2016,15:00:00,M,5,NY,L,Y,"RW,WB,DB,DRY",N,N/A,Y,Raquette Lake,"Raquette Lake, NY",Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Breezy, mild",7/24/2016,11:45:00,M,2,NY,L,N,WB,Y,"EL,CLP,EWM,EG",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Sunny, hot",7/24/2016,15:47:00,M,1,NY,L,N,DB,N,N/A,Y,Lake Ontario,Lake Ontario,Not sure,Undecided,N/A,Y,Recreation,
3,Wrights Landing,"Breezy, mild",7/24/2016,11:55:00,M,2,NY,L,N,"RW,DB",Y,CT,Y,Lake Ontario,Lake Ontario,Not sure,Undecided,N/A,Y,Recreation,
3,Wrights Landing,"Sunny, hot",7/24/2016,16:04:00,M,3,NY,R,Y,"RW,DB",Y,"EG,EL,EWM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Breezy, mild",7/24/2016,12:05:00,M,3,PA,R,Y,"RW,WB",Y,"NP,EL,EWM,EG,Other",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Breezy, mild",7/24/2016,10:19:00,M,3,NY,R,N,RW,Y,"EL,EG",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,"Breezy, mild",7/24/2016,12:17:00,M,2,NY,R,N,"RW,DB",Y,"EWM,EL,EG,Other",Y,Oneida Lake,"Oneida Lake, NY",Oneida Lake,"Oneida Lake, NY",481,N,Fishing,
3,Wrights Landing,"Breezy, mild",7/24/2016,10:52:00,M,4,NY,L,Y,"RW,DB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,"Breezy, mild",7/24/2016,12:23:00,M,2,NY,L,Y,"RW,DB,DRY",Y,CLP,N,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,Cloudy,7/28/2016,N/A,M,2,NY,L,N,DB,Y,"EL,EG,EWM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation, Cleans boat well before bringing it to other bodies of water
3,Wrights Landing,Cloudy,7/28/2016,N/A,PWC,1,NY,R,N,"RW,DB",Y,"EL,EG,EWM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,Cloudy,7/28/2016,N/A,M,2,NY,L,Y,"RW,DB,DRY",Y,"EL,EG,EWM",Y,Salmon River,"Salmon River, NY",Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,Cloudy,7/28/2016,N/A,M,1,NY,L,N,"RW,DB",Y,"ZM,EL,EG,EWM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,Cloudy,7/28/2016,N/A,M,2,NY,R,N,"RW,DB",Y,"EWM,EL,CLP,EG",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
3,Wrights Landing,Cloudy,7/28/2016,N/A,M,2,NY,L,Y,"RW,DB,WB,DRY",N,N/A,Y,Black Lake,"Black Lake, NY",Lake Ontario,Lake Ontario,N/A,N,Fishing," Has own pressure washer at home, so would not use a decontamination station"
3,Wrights Landing,Windy,7/29/2016,N/A,M,2,NY,L,Y,"RW,DB",Y,"EG,EL,EWM,ZM",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Recreation,
3,Wrights Landing,Windy,7/29/2016,N/A,M,2,NY,L,N,"RW,DB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,Fishing,
